----------------------------------------------------------------------
Data values
----------------------------------------------------------------------
Data by Sector
Sector: #1 35% exposure, 58 km/hr windspeed
Sector: #225 64% exposure, 15 km/hr windspeed
Sector: #106 42% exposure, 15 km/hr windspeed
Sector: #212 96% exposure, 15 km/hr windspeed
Sector: #121 41% exposure, 15 km/hr windspeed
Sector: #207 2% exposure, 15 km/hr windspeed
Sector: #240 13% exposure, 15 km/hr windspeed
Sector: #4 100% exposure, 15 km/hr windspeed
Sector: #419 7% exposure, 15 km/hr windspeed
Sector: #314 58% exposure, 15 km/hr windspeed
Sector: #394 64% exposure, 15 km/hr windspeed
Sector: #462 12% exposure, 15 km/hr windspeed
Sector: #436 48% exposure, 15 km/hr windspeed
Sector: #133 20% exposure, 16 km/hr windspeed
Sector: #225 22% exposure, 16 km/hr windspeed
Sector: #475 77% exposure, 16 km/hr windspeed
Sector: #366 42% exposure, 16 km/hr windspeed
Sector: #383 49% exposure, 16 km/hr windspeed
Sector: #212 54% exposure, 16 km/hr windspeed
Sector: #131 23% exposure, 16 km/hr windspeed
Sector: #208 94% exposure, 16 km/hr windspeed
Sector: #148 80% exposure, 16 km/hr windspeed
Sector: #262 33% exposure, 16 km/hr windspeed
Sector: #289 85% exposure, 16 km/hr windspeed
Sector: #372 95% exposure, 16 km/hr windspeed
Sector: #465 26% exposure, 16 km/hr windspeed
Sector: #52 33% exposure, 16 km/hr windspeed
Sector: #452 98% exposure, 16 km/hr windspeed
Sector: #421 15% exposure, 16 km/hr windspeed
Sector: #9 94% exposure, 16 km/hr windspeed
Sector: #382 98% exposure, 16 km/hr windspeed
Sector: #433 43% exposure, 16 km/hr windspeed
Sector: #432 65% exposure, 16 km/hr windspeed
Sector: #468 14% exposure, 16 km/hr windspeed
Sector: #104 89% exposure, 16 km/hr windspeed
Sector: #47 27% exposure, 16 km/hr windspeed
Sector: #377 64% exposure, 16 km/hr windspeed
Sector: #221 2% exposure, 16 km/hr windspeed
Sector: #93 62% exposure, 16 km/hr windspeed
Sector: #131 81% exposure, 16 km/hr windspeed
Sector: #256 86% exposure, 16 km/hr windspeed
Sector: #16 61% exposure, 16 km/hr windspeed
Sector: #196 89% exposure, 16 km/hr windspeed
Sector: #169 61% exposure, 16 km/hr windspeed
Sector: #340 9% exposure, 16 km/hr windspeed
Sector: #412 12% exposure, 16 km/hr windspeed
Sector: #401 39% exposure, 16 km/hr windspeed
Sector: #63 62% exposure, 16 km/hr windspeed
Sector: #367 32% exposure, 16 km/hr windspeed
Sector: #116 18% exposure, 16 km/hr windspeed
Sector: #29 2% exposure, 16 km/hr windspeed
Sector: #107 99% exposure, 16 km/hr windspeed
Sector: #377 54% exposure, 16 km/hr windspeed
Sector: #42 55% exposure, 16 km/hr windspeed
Sector: #164 95% exposure, 16 km/hr windspeed
Sector: #479 40% exposure, 16 km/hr windspeed
Sector: #181 55% exposure, 16 km/hr windspeed
Sector: #188 68% exposure, 16 km/hr windspeed
Sector: #496 83% exposure, 16 km/hr windspeed
Sector: #1 40% exposure, 16 km/hr windspeed
Sector: #114 1% exposure, 16 km/hr windspeed
Sector: #188 51% exposure, 16 km/hr windspeed
Sector: #364 70% exposure, 16 km/hr windspeed
Sector: #81 89% exposure, 16 km/hr windspeed
Sector: #172 90% exposure, 16 km/hr windspeed
Sector: #14 77% exposure, 16 km/hr windspeed
Sector: #169 7% exposure, 16 km/hr windspeed
Sector: #136 31% exposure, 16 km/hr windspeed
Sector: #31 75% exposure, 16 km/hr windspeed
Sector: #322 49% exposure, 16 km/hr windspeed
Sector: #284 27% exposure, 16 km/hr windspeed
Sector: #151 40% exposure, 16 km/hr windspeed
Sector: #123 3% exposure, 16 km/hr windspeed
Sector: #239 38% exposure, 16 km/hr windspeed
Sector: #418 17% exposure, 16 km/hr windspeed
Sector: #341 25% exposure, 16 km/hr windspeed
Sector: #15 70% exposure, 16 km/hr windspeed
Sector: #439 77% exposure, 16 km/hr windspeed
Sector: #167 17% exposure, 16 km/hr windspeed
Sector: #62 47% exposure, 16 km/hr windspeed
Sector: #139 99% exposure, 16 km/hr windspeed
Sector: #302 98% exposure, 16 km/hr windspeed
Sector: #444 99% exposure, 16 km/hr windspeed
Sector: #213 33% exposure, 16 km/hr windspeed
Sector: #261 6% exposure, 16 km/hr windspeed
Sector: #402 44% exposure, 16 km/hr windspeed
Sector: #478 94% exposure, 16 km/hr windspeed
Sector: #88 25% exposure, 16 km/hr windspeed
Sector: #7 10% exposure, 16 km/hr windspeed
Sector: #79 50% exposure, 16 km/hr windspeed
Sector: #137 70% exposure, 16 km/hr windspeed
Sector: #268 10% exposure, 16 km/hr windspeed
Sector: #304 21% exposure, 16 km/hr windspeed
Sector: #430 97% exposure, 16 km/hr windspeed
Sector: #439 83% exposure, 16 km/hr windspeed
Sector: #202 65% exposure, 16 km/hr windspeed
Sector: #316 87% exposure, 16 km/hr windspeed
Sector: #323 34% exposure, 16 km/hr windspeed
Sector: #134 73% exposure, 16 km/hr windspeed
Sector: #364 81% exposure, 16 km/hr windspeed
Sector: #297 66% exposure, 16 km/hr windspeed
Sector: #394 21% exposure, 16 km/hr windspeed
Sector: #295 83% exposure, 16 km/hr windspeed
Sector: #135 55% exposure, 16 km/hr windspeed
Sector: #51 69% exposure, 16 km/hr windspeed
Sector: #489 28% exposure, 16 km/hr windspeed
Sector: #17 53% exposure, 16 km/hr windspeed
Sector: #165 47% exposure, 16 km/hr windspeed
Sector: #249 43% exposure, 16 km/hr windspeed
Sector: #44 4% exposure, 16 km/hr windspeed
Sector: #3 54% exposure, 16 km/hr windspeed
Sector: #164 61% exposure, 16 km/hr windspeed
Sector: #215 59% exposure, 16 km/hr windspeed
Sector: #431 89% exposure, 16 km/hr windspeed
Sector: #102 46% exposure, 16 km/hr windspeed
Sector: #152 47% exposure, 16 km/hr windspeed
Sector: #255 34% exposure, 16 km/hr windspeed
Sector: #67 52% exposure, 16 km/hr windspeed
Sector: #364 27% exposure, 16 km/hr windspeed
Sector: #216 48% exposure, 16 km/hr windspeed
Sector: #109 64% exposure, 16 km/hr windspeed
Sector: #383 7% exposure, 16 km/hr windspeed
Sector: #47 21% exposure, 16 km/hr windspeed
Sector: #471 79% exposure, 16 km/hr windspeed
Sector: #141 23% exposure, 16 km/hr windspeed
Sector: #414 23% exposure, 16 km/hr windspeed
Sector: #339 13% exposure, 16 km/hr windspeed
Sector: #486 29% exposure, 16 km/hr windspeed
Sector: #111 57% exposure, 16 km/hr windspeed
Sector: #133 15% exposure, 16 km/hr windspeed
Sector: #287 83% exposure, 16 km/hr windspeed
Sector: #289 29% exposure, 16 km/hr windspeed
Sector: #335 6% exposure, 16 km/hr windspeed
Sector: #454 63% exposure, 16 km/hr windspeed
Sector: #471 71% exposure, 16 km/hr windspeed
Sector: #345 5% exposure, 16 km/hr windspeed
Sector: #362 41% exposure, 16 km/hr windspeed
Sector: #226 26% exposure, 16 km/hr windspeed
Sector: #423 59% exposure, 16 km/hr windspeed
Sector: #172 34% exposure, 16 km/hr windspeed
Sector: #146 64% exposure, 16 km/hr windspeed
Sector: #267 81% exposure, 16 km/hr windspeed
Sector: #82 26% exposure, 16 km/hr windspeed
Sector: #136 57% exposure, 16 km/hr windspeed
Sector: #408 2% exposure, 16 km/hr windspeed
Sector: #35 7% exposure, 16 km/hr windspeed
Sector: #222 27% exposure, 16 km/hr windspeed
Sector: #431 23% exposure, 16 km/hr windspeed
Sector: #339 78% exposure, 16 km/hr windspeed
Sector: #92 50% exposure, 16 km/hr windspeed
Sector: #483 57% exposure, 16 km/hr windspeed
Sector: #236 49% exposure, 16 km/hr windspeed
Sector: #418 38% exposure, 16 km/hr windspeed
Sector: #257 62% exposure, 16 km/hr windspeed
Sector: #167 1% exposure, 16 km/hr windspeed
Sector: #435 29% exposure, 16 km/hr windspeed
Sector: #79 30% exposure, 16 km/hr windspeed
Sector: #139 12% exposure, 16 km/hr windspeed
Sector: #453 87% exposure, 16 km/hr windspeed
Sector: #9 99% exposure, 16 km/hr windspeed
Sector: #189 100% exposure, 16 km/hr windspeed
Sector: #322 96% exposure, 16 km/hr windspeed
Sector: #339 63% exposure, 16 km/hr windspeed
Sector: #65 57% exposure, 16 km/hr windspeed
Sector: #15 34% exposure, 16 km/hr windspeed
Sector: #141 8% exposure, 16 km/hr windspeed
Sector: #201 82% exposure, 16 km/hr windspeed
Sector: #387 88% exposure, 16 km/hr windspeed
Sector: #33 62% exposure, 16 km/hr windspeed
Sector: #416 81% exposure, 16 km/hr windspeed
Sector: #254 46% exposure, 16 km/hr windspeed
Sector: #253 6% exposure, 16 km/hr windspeed
Sector: #45 25% exposure, 16 km/hr windspeed
Sector: #341 82% exposure, 16 km/hr windspeed
Sector: #248 5% exposure, 16 km/hr windspeed
Sector: #489 95% exposure, 16 km/hr windspeed
Sector: #57 71% exposure, 16 km/hr windspeed
Sector: #283 12% exposure, 16 km/hr windspeed
Sector: #165 53% exposure, 16 km/hr windspeed
Sector: #1 76% exposure, 16 km/hr windspeed
Sector: #37 86% exposure, 16 km/hr windspeed
Sector: #434 19% exposure, 16 km/hr windspeed
Sector: #350 65% exposure, 16 km/hr windspeed
Sector: #322 39% exposure, 16 km/hr windspeed
Sector: #3 80% exposure, 16 km/hr windspeed
Sector: #249 34% exposure, 16 km/hr windspeed
Sector: #388 56% exposure, 16 km/hr windspeed
Sector: #259 24% exposure, 16 km/hr windspeed
Sector: #445 78% exposure, 16 km/hr windspeed
Sector: #412 12% exposure, 16 km/hr windspeed
Sector: #201 2% exposure, 16 km/hr windspeed
Sector: #438 74% exposure, 16 km/hr windspeed
Sector: #418 8% exposure, 16 km/hr windspeed
Sector: #105 79% exposure, 16 km/hr windspeed
Sector: #284 23% exposure, 16 km/hr windspeed
Sector: #381 82% exposure, 16 km/hr windspeed
Sector: #73 97% exposure, 16 km/hr windspeed
Sector: #292 29% exposure, 16 km/hr windspeed
Sector: #89 15% exposure, 16 km/hr windspeed
Sector: #327 38% exposure, 16 km/hr windspeed
Sector: #276 63% exposure, 16 km/hr windspeed
Sector: #387 62% exposure, 16 km/hr windspeed
Sector: #88 2% exposure, 16 km/hr windspeed
Sector: #489 83% exposure, 16 km/hr windspeed
Sector: #422 6% exposure, 16 km/hr windspeed
Sector: #336 55% exposure, 16 km/hr windspeed
Sector: #216 87% exposure, 16 km/hr windspeed
Sector: #157 41% exposure, 16 km/hr windspeed
Sector: #247 51% exposure, 16 km/hr windspeed
Sector: #373 33% exposure, 16 km/hr windspeed
Sector: #365 72% exposure, 16 km/hr windspeed
Sector: #482 72% exposure, 16 km/hr windspeed
Sector: #226 58% exposure, 16 km/hr windspeed
Sector: #484 22% exposure, 16 km/hr windspeed
Sector: #345 97% exposure, 16 km/hr windspeed
Sector: #407 1% exposure, 16 km/hr windspeed
Sector: #432 91% exposure, 16 km/hr windspeed
Sector: #334 52% exposure, 16 km/hr windspeed
Sector: #430 13% exposure, 16 km/hr windspeed
Sector: #64 68% exposure, 17 km/hr windspeed
Sector: #94 93% exposure, 17 km/hr windspeed
Sector: #236 95% exposure, 17 km/hr windspeed
Sector: #475 78% exposure, 17 km/hr windspeed
Sector: #91 56% exposure, 17 km/hr windspeed
Sector: #164 99% exposure, 17 km/hr windspeed
Sector: #40 66% exposure, 17 km/hr windspeed
Sector: #72 26% exposure, 17 km/hr windspeed
Sector: #389 68% exposure, 17 km/hr windspeed
Sector: #416 20% exposure, 17 km/hr windspeed
Sector: #92 81% exposure, 17 km/hr windspeed
Sector: #85 29% exposure, 17 km/hr windspeed
Sector: #80 16% exposure, 17 km/hr windspeed
Sector: #339 54% exposure, 17 km/hr windspeed
Sector: #270 6% exposure, 17 km/hr windspeed
Sector: #275 2% exposure, 17 km/hr windspeed
Sector: #355 9% exposure, 17 km/hr windspeed
Sector: #495 39% exposure, 17 km/hr windspeed
Sector: #114 100% exposure, 17 km/hr windspeed
Sector: #186 57% exposure, 17 km/hr windspeed
Sector: #389 8% exposure, 17 km/hr windspeed
Sector: #284 9% exposure, 17 km/hr windspeed
Sector: #281 73% exposure, 17 km/hr windspeed
Sector: #224 61% exposure, 17 km/hr windspeed
Sector: #425 74% exposure, 17 km/hr windspeed
Sector: #350 52% exposure, 17 km/hr windspeed
Sector: #218 83% exposure, 17 km/hr windspeed
Sector: #31 4% exposure, 17 km/hr windspeed
Sector: #345 79% exposure, 17 km/hr windspeed
Sector: #315 53% exposure, 17 km/hr windspeed
Sector: #26 64% exposure, 17 km/hr windspeed
Sector: #452 80% exposure, 17 km/hr windspeed
Sector: #39 21% exposure, 17 km/hr windspeed
Sector: #197 66% exposure, 17 km/hr windspeed
Sector: #339 80% exposure, 17 km/hr windspeed
Sector: #190 14% exposure, 17 km/hr windspeed
Sector: #160 80% exposure, 17 km/hr windspeed
Sector: #213 95% exposure, 17 km/hr windspeed
Sector: #221 30% exposure, 17 km/hr windspeed
Sector: #125 4% exposure, 17 km/hr windspeed
Sector: #281 72% exposure, 17 km/hr windspeed
Sector: #45 59% exposure, 17 km/hr windspeed
Sector: #334 88% exposure, 17 km/hr windspeed
Sector: #262 5% exposure, 17 km/hr windspeed
Sector: #67 26% exposure, 17 km/hr windspeed
Sector: #51 40% exposure, 17 km/hr windspeed
Sector: #84 17% exposure, 17 km/hr windspeed
Sector: #424 57% exposure, 17 km/hr windspeed
Sector: #44 61% exposure, 17 km/hr windspeed
Sector: #452 8% exposure, 17 km/hr windspeed
Sector: #211 100% exposure, 17 km/hr windspeed
Sector: #347 100% exposure, 17 km/hr windspeed
Sector: #422 2% exposure, 17 km/hr windspeed
Sector: #309 21% exposure, 17 km/hr windspeed
Sector: #13 34% exposure, 17 km/hr windspeed
Sector: #308 14% exposure, 17 km/hr windspeed
Sector: #423 64% exposure, 17 km/hr windspeed
Sector: #378 69% exposure, 17 km/hr windspeed
Sector: #56 86% exposure, 17 km/hr windspeed
Sector: #77 59% exposure, 17 km/hr windspeed
Sector: #309 35% exposure, 17 km/hr windspeed
Sector: #487 9% exposure, 17 km/hr windspeed
Sector: #492 96% exposure, 17 km/hr windspeed
Sector: #381 10% exposure, 17 km/hr windspeed
Sector: #48 15% exposure, 17 km/hr windspeed
Sector: #211 100% exposure, 17 km/hr windspeed
Sector: #437 14% exposure, 17 km/hr windspeed
Sector: #331 68% exposure, 17 km/hr windspeed
Sector: #190 20% exposure, 17 km/hr windspeed
Sector: #428 3% exposure, 17 km/hr windspeed
Sector: #6 36% exposure, 17 km/hr windspeed
Sector: #287 40% exposure, 17 km/hr windspeed
Sector: #447 30% exposure, 17 km/hr windspeed
Sector: #33 90% exposure, 17 km/hr windspeed
Sector: #162 12% exposure, 17 km/hr windspeed
Sector: #144 84% exposure, 17 km/hr windspeed
Sector: #305 81% exposure, 17 km/hr windspeed
Sector: #425 5% exposure, 17 km/hr windspeed
Sector: #286 26% exposure, 17 km/hr windspeed
Sector: #87 80% exposure, 17 km/hr windspeed
Sector: #312 21% exposure, 17 km/hr windspeed
Sector: #436 30% exposure, 17 km/hr windspeed
Sector: #436 100% exposure, 17 km/hr windspeed
Sector: #301 28% exposure, 17 km/hr windspeed
Sector: #151 43% exposure, 17 km/hr windspeed
Sector: #128 3% exposure, 17 km/hr windspeed
Sector: #488 65% exposure, 17 km/hr windspeed
Sector: #6 24% exposure, 17 km/hr windspeed
Sector: #299 62% exposure, 17 km/hr windspeed
Sector: #126 49% exposure, 17 km/hr windspeed
Sector: #229 34% exposure, 17 km/hr windspeed
Sector: #178 32% exposure, 17 km/hr windspeed
Sector: #455 13% exposure, 17 km/hr windspeed
Sector: #223 72% exposure, 17 km/hr windspeed
Sector: #342 72% exposure, 17 km/hr windspeed
Sector: #190 35% exposure, 17 km/hr windspeed
Sector: #311 51% exposure, 17 km/hr windspeed
Sector: #43 65% exposure, 17 km/hr windspeed
Sector: #6 60% exposure, 17 km/hr windspeed
Sector: #107 2% exposure, 17 km/hr windspeed
Sector: #403 9% exposure, 17 km/hr windspeed
Sector: #86 3% exposure, 17 km/hr windspeed
Sector: #407 35% exposure, 17 km/hr windspeed
Sector: #458 15% exposure, 17 km/hr windspeed
Sector: #154 12% exposure, 17 km/hr windspeed
Sector: #331 75% exposure, 17 km/hr windspeed
Sector: #52 88% exposure, 17 km/hr windspeed
Sector: #222 71% exposure, 17 km/hr windspeed
Sector: #209 77% exposure, 17 km/hr windspeed
Sector: #26 3% exposure, 17 km/hr windspeed
Sector: #350 4% exposure, 17 km/hr windspeed
Sector: #242 76% exposure, 17 km/hr windspeed
Sector: #79 22% exposure, 17 km/hr windspeed
Sector: #476 39% exposure, 17 km/hr windspeed
Sector: #103 41% exposure, 17 km/hr windspeed
Sector: #402 16% exposure, 17 km/hr windspeed
Sector: #254 63% exposure, 17 km/hr windspeed
Sector: #252 39% exposure, 17 km/hr windspeed
Sector: #86 80% exposure, 17 km/hr windspeed
Sector: #339 54% exposure, 17 km/hr windspeed
Sector: #162 23% exposure, 17 km/hr windspeed
Sector: #418 34% exposure, 17 km/hr windspeed
Sector: #477 1% exposure, 17 km/hr windspeed
Sector: #190 95% exposure, 17 km/hr windspeed
Sector: #127 25% exposure, 17 km/hr windspeed
Sector: #195 66% exposure, 17 km/hr windspeed
Sector: #257 31% exposure, 17 km/hr windspeed
Sector: #161 12% exposure, 17 km/hr windspeed
Sector: #249 23% exposure, 17 km/hr windspeed
Sector: #235 5% exposure, 17 km/hr windspeed
Sector: #438 41% exposure, 17 km/hr windspeed
Sector: #138 41% exposure, 17 km/hr windspeed
Sector: #113 91% exposure, 17 km/hr windspeed
Sector: #32 77% exposure, 17 km/hr windspeed
Sector: #159 41% exposure, 17 km/hr windspeed
Sector: #247 91% exposure, 17 km/hr windspeed
Sector: #317 91% exposure, 17 km/hr windspeed
Sector: #441 93% exposure, 17 km/hr windspeed
Sector: #380 41% exposure, 17 km/hr windspeed
Sector: #382 71% exposure, 17 km/hr windspeed
Sector: #270 92% exposure, 17 km/hr windspeed
Sector: #179 95% exposure, 17 km/hr windspeed
Sector: #415 99% exposure, 17 km/hr windspeed
Sector: #322 54% exposure, 17 km/hr windspeed
Sector: #72 23% exposure, 17 km/hr windspeed
Sector: #79 88% exposure, 17 km/hr windspeed
Sector: #294 89% exposure, 17 km/hr windspeed
Sector: #90 88% exposure, 17 km/hr windspeed
Sector: #93 77% exposure, 17 km/hr windspeed
Sector: #439 94% exposure, 17 km/hr windspeed
Sector: #321 53% exposure, 17 km/hr windspeed
Sector: #488 85% exposure, 17 km/hr windspeed
Sector: #129 11% exposure, 17 km/hr windspeed
Sector: #151 40% exposure, 17 km/hr windspeed
Sector: #175 44% exposure, 17 km/hr windspeed
Sector: #191 4% exposure, 17 km/hr windspeed
Sector: #56 6% exposure, 17 km/hr windspeed
Sector: #303 88% exposure, 17 km/hr windspeed
Sector: #95 12% exposure, 17 km/hr windspeed
Sector: #269 37% exposure, 17 km/hr windspeed
Sector: #228 39% exposure, 17 km/hr windspeed
Sector: #157 88% exposure, 17 km/hr windspeed
Sector: #445 5% exposure, 17 km/hr windspeed
Sector: #293 22% exposure, 17 km/hr windspeed
Sector: #25 63% exposure, 17 km/hr windspeed
Sector: #340 42% exposure, 17 km/hr windspeed
Sector: #338 2% exposure, 17 km/hr windspeed
Sector: #59 75% exposure, 17 km/hr windspeed
Sector: #438 89% exposure, 17 km/hr windspeed
Sector: #175 55% exposure, 17 km/hr windspeed
Sector: #343 24% exposure, 17 km/hr windspeed
Sector: #261 43% exposure, 17 km/hr windspeed
Sector: #232 92% exposure, 17 km/hr windspeed
Sector: #69 46% exposure, 17 km/hr windspeed
Sector: #141 18% exposure, 17 km/hr windspeed
Sector: #325 77% exposure, 17 km/hr windspeed
Sector: #43 30% exposure, 17 km/hr windspeed
Sector: #295 9% exposure, 17 km/hr windspeed
Sector: #377 80% exposure, 17 km/hr windspeed
Sector: #155 57% exposure, 17 km/hr windspeed
Sector: #499 39% exposure, 17 km/hr windspeed
Sector: #52 36% exposure, 17 km/hr windspeed
Sector: #403 10% exposure, 17 km/hr windspeed
Sector: #263 10% exposure, 17 km/hr windspeed
Sector: #338 96% exposure, 17 km/hr windspeed
Sector: #337 82% exposure, 17 km/hr windspeed
Sector: #88 67% exposure, 17 km/hr windspeed
Sector: #339 25% exposure, 17 km/hr windspeed
Sector: #374 54% exposure, 17 km/hr windspeed
Sector: #150 18% exposure, 17 km/hr windspeed
Sector: #476 77% exposure, 17 km/hr windspeed
Sector: #436 90% exposure, 17 km/hr windspeed
Sector: #274 57% exposure, 17 km/hr windspeed
Sector: #174 81% exposure, 17 km/hr windspeed
Sector: #212 32% exposure, 17 km/hr windspeed
Sector: #165 5% exposure, 17 km/hr windspeed
Sector: #94 95% exposure, 17 km/hr windspeed
Sector: #235 62% exposure, 17 km/hr windspeed
Sector: #431 24% exposure, 17 km/hr windspeed
Sector: #108 9% exposure, 17 km/hr windspeed
Sector: #69 27% exposure, 17 km/hr windspeed
Sector: #401 81% exposure, 17 km/hr windspeed
Sector: #477 38% exposure, 18 km/hr windspeed
Sector: #152 47% exposure, 18 km/hr windspeed
Sector: #160 81% exposure, 18 km/hr windspeed
Sector: #334 42% exposure, 18 km/hr windspeed
Sector: #136 14% exposure, 18 km/hr windspeed
Sector: #252 84% exposure, 18 km/hr windspeed
Sector: #21 10% exposure, 18 km/hr windspeed
Sector: #38 69% exposure, 18 km/hr windspeed
